10	20	0.00309	0.00333
20	30	0.00145	0.00417
30	40	0.00336	0.00394
40	50	0.00658	0.00341
50	60	0.00516	0.00377
60	70	0.02184	0.00741
70	80	0.00817	0.01074
80	100	0.00283	0.01189
100	120	0.00529	0.01302
120	135	0.01094	0.00785
135	150	0.00913	0.01124
150	160	0.01478	0.02034
160	185	0.01878	0.02320
185	210	0.02090	0.07612
210	230	0.03214	0.03944
230	250	0.01428	0.03831
250	270	0.02552	0.21800
270	300	0.18236	0.75903
300	330	0.07272	0.09623
330	350	0.36674	1.19949
350	370	0.12568	0.34730
370	390	0.10227	0.21475
390	420	0.54972	1.25286
420	500	1.00000	0.00000
