10	20	0.06247	0.01544
20	30	0.04899	0.00298
30	40	0.04423	0.00225
40	50	0.04752	0.00205
50	60	0.04145	0.00208
60	70	0.04102	0.00194
70	80	0.03960	0.00204
80	100	0.04248	0.00240
100	120	0.03947	0.00200
120	135	0.03713	0.00231
135	150	0.03739	0.00431
150	160	0.03445	0.00521
160	185	0.03880	0.00760
185	210	0.03861	0.00744
210	230	0.02581	0.01693
230	250	0.05471	0.03604
250	270	0.01576	0.08922
270	300	0.09311	0.05430
300	330	0.10898	0.08182
330	350	0.06129	0.16770
350	370	0.07967	0.10259
370	390	0.25691	0.73495
390	420	1.13710	0.31532
420	500	1.00000	0.00000
