10	20	0.04456	0.00060
20	30	0.04557	0.00052
30	40	0.04731	0.00053
40	50	0.04933	0.00055
50	60	0.05038	0.00057
60	70	0.05021	0.00060
70	80	0.04924	0.00065
80	100	0.05059	0.00072
100	120	0.05010	0.00060
120	135	0.05091	0.00080
135	150	0.05006	0.00122
150	160	0.05236	0.00159
160	185	0.05575	0.00253
185	210	0.04921	0.00225
210	230	0.05230	0.00401
230	250	0.04874	0.00805
250	270	0.04345	0.01302
270	300	0.08467	0.02458
300	330	0.17385	0.05941
330	350	0.41997	0.62059
350	370	0.24990	0.34823
370	390	0.21675	0.72435
390	420	0.05024	2.60944
420	500	1.00000	0.00000
