10	20	0.01293	0.00552
20	30	0.03924	0.00144
30	40	0.05560	0.00106
40	50	0.07108	0.00089
50	60	0.08309	0.00079
60	70	0.09211	0.00074
70	80	0.10232	0.00072
80	100	0.10896	0.00072
100	120	0.11770	0.00053
120	135	0.12936	0.00061
135	150	0.13776	0.00084
150	160	0.14373	0.00103
160	185	0.14877	0.00152
185	210	0.15397	0.00130
210	230	0.15941	0.00211
230	250	0.16756	0.00390
250	270	0.17114	0.00629
270	300	0.17946	0.01051
300	330	0.14078	0.01801
330	350	0.24268	0.04105
350	370	0.26035	0.10833
370	390	1.03001	1.90423
390	420	0.39102	1.12395
420	500	1.00000	0.00000
