10	20	0.00026	0.01013
20	30	0.00215	0.00238
30	40	0.00347	0.00317
40	50	0.00428	0.00336
50	60	0.00512	0.00386
60	70	0.00554	0.00508
70	80	0.00548	0.00649
80	100	0.01577	0.00789
100	120	0.00865	0.00637
120	135	0.00352	0.01379
135	150	0.00898	0.01681
150	160	0.00784	0.04375
160	185	0.03234	0.22644
185	210	0.08726	0.20454
210	230	0.02115	0.02516
230	250	0.02635	0.02214
250	270	0.15329	0.39416
270	300	0.03693	0.14149
300	330	0.06306	0.07997
330	350	0.11005	0.25607
350	370	0.13564	0.18307
370	390	0.17742	0.29059
390	420	0.74244	0.52569
420	500	1.00000	0.00000
